order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD014128,1,credit_card,6,1229.75
ORD014129,1,upi,1,2009.71
ORD014130,1,wallet,1,7998.28
ORD014131,1,wallet,1,9049.33
ORD014132,1,wallet,1,8753.89
ORD014133,1,credit_card,1,5669.27
ORD014134,1,,1,0.0
ORD014135,1,debit_card,1,3855.35
ORD014136,1,credit_card,6,9142.47
ORD014137,1,debit_card,1,9854.61
ORD014138,1,credit_card,4,4405.51
ORD014139,1,wallet,1,3934.24
ORD014140,1,credit_card,4,2973.58
ORD014140,2,credit_card,10,5480.34
ORD014141,1,debit_card,1,541.25
ORD014142,1,debit_card,1,2870.26
ORD014143,1,debit_card,1,5333.67
ORD014144,1,upi,1,4160.92
ORD014145,1,upi,1,6905.53
ORD014146,1,debit_card,1,9644.71
ORD014147,1,credit_card,2,906.63
ORD014148,1,credit_card,5,739.25
ORD014148,2,debit_card,1,989.22
ORD014149,1,credit_card,5,4209.98
ORD014150,1,net_banking,1,8305.91
ORD014151,1,net_banking,1,4937.35
ORD014152,1,upi,1,2500.21
ORD014153,1,debit_card,1,1781.31
ORD014154,1,debit_card,1,9105.65
ORD014155,1,debit_card,1,8120.13
ORD014156,1,wallet,1,3803.45
ORD014157,1,debit_card,1,7838.05
ORD014158,1,wallet,1,4245.09
ORD014159,1, wallet ,1,8021.93
ORD014160,1,wallet,1,5984.19
ORD014161,1,upi,1,9824.51
ORD014162,1,debit_card,1,124.55
ORD014162,2,net_banking,1,2344.57
ORD014163,1,credit_card,11,3738.82
ORD014164,1,net_banking,1,1450.56
ORD014165,1,credit_card,3,4708.07
ORD014166,1,debit_card,1,5777.42
ORD014167,1,net_banking,1,4871.92
ORD014168,1,debit_card,1,3732.44
ORD014169,1,debit_card,1,7534.5
ORD014170,1,upi,1,1101.27
ORD014171,1,debit_card,1,3471.12
ORD014172,1,debit_card,1,7436.25
ORD014173,1,net_banking,1,702.44
ORD014174,1,credit_card,5,1428.64
ORD014175,1,debit_card,1,7736.09
ORD014176,1,credit_card,5,4269.44
ORD014176,2,wallet,1,2194.9
ORD014177,1,wallet,1,7000.48
ORD014178,1,credit_card,2,8415.35
ORD014179,1,credit_card,4,1757.49
ORD014180,1,credit_card,3,9507.54
ORD014181,1,wallet,1,2840.42
ORD014182,1,wallet,1,1568.18
ORD014183,1,wallet,1,5725.72
ORD014184,1,wallet,1,1641.93
ORD014185,1,upi,1,450.92
ORD014186,1,net_banking,1,953.4
ORD014187,1,credit_card,11,4684.89
ORD014188,1,upi,1,9720.15
ORD014189,1,upi,1,115.01
ORD014190,1,debit_card,1,6286.42
ORD014190,2,debit_card,1,3497.7
ORD014191,1,wallet,1,5333.95
ORD014192,1,wallet,1,3980.06
ORD014193,1,debit_card,1,910.99
ORD014194,1,debit_card,1,7193.46
ORD014195,1,upi,1,2756.16
ORD014196,1,debit_card,1,3570.78
ORD014197,1,upi,1,3803.46
ORD014198,1,debit_card,1,2065.3
ORD014199,1,upi,1,1963.41
ORD014199,2,upi,1,3671.48
ORD014199,3,upi,1,2163.73
ORD014200,1,wallet,1,7667.67
ORD014201,1,credit_card,2,4949.48
ORD014202,1,debit_card,1,5203.67
ORD014203,1,wallet,1,589.63
ORD014204,1,wallet,1,907.4
ORD014204,2,upi,1,273.68
ORD014204,3,wallet,1,202.91
ORD014205,1,upi,1,3132.1
ORD014206,1,,1,478.8
ORD014206,2,wallet,1,2429.23
ORD014207,1,debit_card,1,1878.72
ORD014208,1,wallet,1,5769.58
ORD014208,2,net_banking,1,3936.64
ORD014209,1,debit_card,1,6508.79
ORD014210,1,credit_card,12,1087.18
ORD014211,1,,1,4199.5
ORD014212,1,wallet,1,6584.94
ORD014213,1,credit_card,12,1196.9
ORD014214,1,debit_card,1,3091.54
ORD014215,1,wallet,1,6173.23
ORD014216,1,debit_card,1,2653.09
ORD014217,1,wallet,1,9388.12
ORD014218,1,upi,1,4716.58
ORD014219,1,upi,1,7291.45
ORD014220,1,net_banking,1,1318.58
ORD014220,2,debit_card,1,4603.88
ORD014221,1,debit_card,1,2535.82
ORD014222,1,wallet,1,9751.72
ORD014223,1,upi,1,6028.61
ORD014224,1,net_banking,1,968.35
ORD014224,2,upi,1,1536.33
ORD014224,3,debit_card,1,2438.41
ORD014225,1,net_banking,1,1991.75
ORD014226,1,net_banking,1,835.8
ORD014226,2,upi,1,6963.09
ORD014227,1,debit_card,1,1035.62
ORD014227,2,,1,2484.64
ORD014228,1,debit_card,1,1983.09
ORD014229,1,wallet,1,1391.43
ORD014230,1,net_banking,1,7927.0
ORD014231,1,net_banking,1,5773.57
ORD014232,1,credit_card,11,6260.93
ORD014233,1,credit_card,2,5629.38
ORD014234,1,credit_card,6,930.45
ORD014234,2,debit_card,1,8469.17
ORD014235,1,upi,1,3242.05
ORD014235,2,net_banking,1,1445.8
ORD014236,1,upi,1,6439.64
ORD014237,1,debit_card,1,8627.67
ORD014238,1,credit_card,4,6940.08
ORD014239,1,upi,1,4221.01
ORD014240,1,debit_card,1,5548.19
ORD014241,1,wallet,1,8614.17
ORD014242,1,wallet,1,7212.75
ORD014243,1,debit_card,1,5021.86
ORD014244,1,net_banking,1,4623.03
ORD014245,1,debit_card,1,1053.56
ORD014246,1,debit_card,1,2111.95
ORD014247,1,net_banking,1,3809.75
ORD014248,1,net_banking,1,8017.76
ORD014249,1,upi,1,416.67
ORD014250,1,debit_card,1,1731.38
ORD014250,2,upi,1,291.12
ORD014250,3,net_banking,1,7418.13
ORD014251,1,credit_card,5,990.82
ORD014252,1,wallet,1,1396.78
ORD014253,1,upi,1,7636.66
ORD014254,1,wallet,1,573.82
ORD014255,1,upi,1,8556.68
ORD014256,1,credit_card,2,2034.14
ORD014257,1,credit_card,8,1785.82
ORD014258,1,upi,1,8878.41
ORD014259,1,debit_card,1,739.15
ORD014259,2,upi,1,2102.12
ORD014260,1,debit_card,1,5143.62
ORD014261,1,debit_card,1,1243.46
ORD014262,1,upi,1,377.06
ORD014262,2,upi,1,133.96
ORD014262,3,debit_card,1,60.78
ORD014263,1,upi,1,1926.96
ORD014263,2,wallet,1,2081.74
ORD014263,3,debit_card,1,3201.2
ORD014264,1,upi,1,6811.56
ORD014265,1,credit_card,7,2547.79
ORD014266,1,debit_card,1,6629.11
ORD014267,1,credit_card,6,3579.21
ORD014268,1,net_banking,1,2313.53
ORD014269,1,wallet,1,4101.49
ORD014270,1,net_banking,1,8137.56
ORD014271,1,net_banking,1,2126.89
ORD014271,2,upi,1,2164.45
ORD014272,1,credit_card,12,1104.45
ORD014273,1,net_banking,1,6480.67
ORD014274,1,debit_card,1,2430.98
ORD014275,1,wallet,1,9276.38
ORD014276,1,wallet,-2,643.41
ORD014277,1,wallet,1,3334.68
ORD014278,1,debit_card,1,1445.23
ORD014278,2,net_banking,1,2872.93
ORD014278,3,credit_card,6,1840.18
ORD014279,1,wallet,1,8995.92
ORD014280,1,wallet,1,7248.9
ORD014281,1,upi,1,2687.99
ORD014282,1,credit_card,5,1662.46
ORD014282,2,credit_card,1,1707.82
ORD014283,1,wallet,1,1457.26
ORD014283,2,debit_card,1,3614.74
ORD014284,1,wallet,1,3600.86
ORD014285,1,wallet,1,76.19
ORD014285,2,debit_card,1,50.19
ORD014285,3,credit_card,3,21.69
ORD014286,1,net_banking,1,2851.82
ORD014287,1,wallet,1,8649.26
ORD014288,1,debit_card,1,6662.84
ORD014289,1,credit_card,11,6643.87
ORD014290,1,credit_card,5,618.63
ORD014291,1,wallet,1,5466.25
ORD014292,1,credit_card,12,2262.14
ORD014293,1,upi,1,1953.9
ORD014294,1,upi,1,1760.41
ORD014295,1,wallet,1,622.4
ORD014295,2,upi,1,129.39
ORD014295,3,net_banking,1,640.2
ORD014296,1,credit_card,8,2883.07
ORD014297,1,wallet,1,5095.23
ORD014298,1,debit_card,1,3914.76
ORD014299,1,credit_card,6,6457.82
ORD014300,1,net_banking,1,5081.63
ORD014300,2,net_banking,1,2711.39
ORD014301,1,debit_card,1,7456.14
ORD014302,1,wallet,1,7407.05
ORD014303,1,credit_card,2,1857.59
ORD014304,1,wallet,1,3398.01
ORD014305,1,credit_card,11,2306.65
ORD014306,1,net_banking,1,2489.18
ORD014306,2,upi,1,5199.54
ORD014307,1,wallet,1,9548.68
ORD014308,1,wallet,1,1049.62
ORD014308,2,net_banking,1,5179.22
ORD014309,1,credit_card,8,7481.3
ORD014310,1, upi ,1,4612.55
ORD014311,1,wallet,1,2200.26
ORD014312,1,wallet,1,924.25
ORD014313,1,net_banking,1,51.2
ORD014313,2,wallet,1,44.54
ORD014313,3,wallet,1,8.48
ORD014314,1,debit_card,1,5421.8
ORD014315,1,upi,1,5502.77
ORD014316,1,credit_card,11,2032.98
ORD014317,1,credit_card,12,3814.24
ORD014317,2,net_banking,1,2027.47
ORD014318,1,wallet,1,1780.14
ORD014319,1,DEBIT_CARD,1,4311.67
ORD014320,1, upi ,1,2296.63
ORD014321,1,credit_card,1,2311.74
ORD014322,1,credit_card,9,4216.91
ORD014322,2,upi,1,1876.55
ORD014322,3,upi,1,1170.03
ORD014323,1,net_banking,1,6138.62
ORD014324,1,upi,1,1690.01
ORD014325,1,credit_card,6,5842.4
ORD014326,1,upi,1,4248.94
ORD014327,1,upi,1,628.61
ORD014328,1,upi,1,280.85
ORD014329,1,credit_card,6,1514.21
ORD014329,2,wallet,1,2520.36
ORD014330,1,upi,1,2697.19
ORD014330,2,debit_card,1,3917.62
ORD014331,1,wallet,1,3939.28
ORD014332,1,credit_card,1,7703.31
ORD014333,1,wallet,1,3228.76
ORD014334,1,wallet,1,7765.82
ORD014335,1,credit_card,7,7135.55
ORD014336,1,wallet,1,9675.48
ORD014337,1,credit_card,8,5438.27
ORD014337,2,credit_card,1,1925.19
ORD014337,3,upi,1,1831.95
ORD014338,1,wallet,1,2790.48
ORD014338,2,upi,1,4524.87
ORD014339,1,wallet,1,3116.72
ORD014340,1,debit_card,1,3065.33
ORD014341,1,wallet,1,3595.35
ORD014342,1,upi,1,713.6
ORD014342,2,debit_card,1,2238.33
ORD014342,3,debit_card,1,2033.01
ORD014343,1,wallet,1,1377.32
ORD014343,2,credit_card,11,2224.45
ORD014344,1,credit_card,3,9466.01
ORD014345,1,net_banking,1,5588.92
ORD014346,1,debit_card,1,4161.7
ORD014347,1,upi,1,3511.06
ORD014348,1,debit_card,1,2339.45
ORD014349,1,wallet,1,1620.9
ORD014349,2,upi,1,6671.09
ORD014350,1,upi,1,2644.26
ORD014351,1,wallet,1,1935.84
ORD014352,1,debit_card,1,7860.53
ORD014353,1,net_banking,1,6666.61
ORD014354,1,upi,1,6728.1
ORD014355,1,wallet,1,2975.24
ORD014356,1,net_banking,1,3612.52
ORD014357,1,debit_card,1,1321.92
ORD014358,1,net_banking,1,681.24
ORD014358,2,net_banking,1,4418.67
ORD014359,1,net_banking,1,4451.61
ORD014360,1,credit_card,6,5806.3
ORD014361,1,credit_card,2,7942.43
ORD014362,1,credit_card,9,4524.15
ORD014363,1,upi,1,1491.94
ORD014364,1,wallet,1,7727.04
ORD014365,1,wallet,1,1394.77
ORD014366,1, net_banking ,1,3395.76
ORD014366,2,net_banking,-2,2482.84
ORD014367,1,upi,1,6692.41
ORD014368,1,credit_card,4,5950.18
ORD014369,1,credit_card,4,4704.04
ORD014370,1, upi ,1,3660.18
ORD014371,1,upi,1,7825.41
ORD014372,1,wallet,1,5465.16
ORD014373,1,net_banking,1,9541.09
ORD014374,1,debit_card,1,319.13
ORD014375,1,debit_card,1,470.2
ORD014375,2,,1,417.34
ORD014375,3,wallet,1,1623.75
ORD014376,1,net_banking,1,503.81
ORD014377,1,wallet,1,157.57
ORD014378,1,net_banking,-2,9482.87
ORD014379,1,debit_card,1,2137.23
ORD014379,2,upi,1,3957.93
ORD014380,1,credit_card,11,3108.12
ORD014381,1,debit_card,-2,3299.86
ORD014382,1,debit_card,1,7882.47
ORD014383,1,net_banking,1,9561.04
ORD014384,1,upi,1,2059.68
ORD014385,1,upi,1,8535.74
ORD014386,1,wallet,1,7680.34
ORD014387,1,upi,1,9545.95
ORD014388,1,credit_card,4,5288.28
ORD014389,1,credit_card,11,4727.96
ORD014390,1,credit_card,6,5189.29
ORD014391,1,debit_card,1,8390.49
ORD014392,1,credit_card,4,3677.19
ORD014393,1,upi,1,8349.06
ORD014394,1,upi,1,3936.35
ORD014395,1,wallet,1,5904.22
ORD014396,1,debit_card,1,3854.51
ORD014397,1,net_banking,1,7659.15
ORD014398,1,net_banking,1,1347.55
ORD014398,2,debit_card,1,1456.06
ORD014398,3,credit_card,6,868.03
ORD014399,1,debit_card,1,4760.95
ORD014400,1,credit_card,11,129.18
ORD014400,2,credit_card,3,299.6
ORD014400,3,debit_card,1,2383.01
ORD014401,1,wallet,1,5846.86
ORD014402,1,credit_card,7,6643.67
ORD014403,1,debit_card,1,2019.61
ORD014404,1,upi,1,9091.7
ORD014405,1,debit_card,1,920.83
ORD014406,1,debit_card,1,3840.13
ORD014406,2,upi,1,203.66
ORD014406,3,net_banking,1,2019.84
ORD014407,1,upi,1,3140.5
ORD014408,1,wallet,1,1477.93
ORD014409,1,debit_card,1,4228.72
ORD014410,1,wallet,1,7656.5
ORD014411,1,net_banking,1,6900.57
ORD014412,1,debit_card,1,5265.78
ORD014413,1,net_banking,1,7645.96
ORD014414,1,net_banking,1,766.38
ORD014414,2,net_banking,1,6026.89
ORD014415,1,wallet,1,1733.23
ORD014416,1,net_banking,1,6297.65
ORD014417,1,credit_card,7,5824.76
ORD014417,2,upi,1,4136.36
ORD014418,1,credit_card,8,8650.28
ORD014419,1,credit_card,3,2640.18
ORD014420,1,net_banking,1,9764.55
ORD014421,1,credit_card,8,8044.19
ORD014422,1,net_banking,1,122.61
ORD014423,1,credit_card,6,9504.02
ORD014424,1,net_banking,1,8073.56
ORD014425,1,debit_card,1,1019.94
ORD014425,2,net_banking,1,376.42
ORD014425,3,credit_card,4,887.03
ORD014426,1,wallet,1,4418.29
ORD014427,1,net_banking,1,7441.31
ORD014428,1,upi,1,9317.32
ORD014429,1,credit_card,2,7089.73
ORD014430,1,upi,1,9226.41
ORD014431,1,UPI,1,9870.19
ORD014432,1,net_banking,1,7786.74
ORD014433,1,credit_card,3,5870.6
ORD014434,1,debit_card,1,9623.6
ORD014435,1,wallet,1,531.77
ORD014436,1,upi,1,5735.65
ORD014437,1,credit_card,5,298.89
ORD014438,1,credit_card,5,8334.88
ORD014439,1,net_banking,1,8359.14
ORD014440,1,credit_card,11,7085.3
ORD014441,1,wallet,1,694.53
ORD014441,2,credit_card,4,64.7
ORD014441,3,UPI,1,723.78
ORD014442,1,net_banking,1,4724.21
ORD014443,1,upi,1,565.71
ORD014444,1,upi,1,6871.54
ORD014445,1,credit_card,3,6002.46
ORD014446,1,wallet,1,6290.9
ORD014447,1,net_banking,1,9746.35
ORD014448,1,credit_card,6,4009.73
ORD014449,1,debit_card,1,4957.86
ORD014450,1,debit_card,1,3013.63
ORD014450,2,debit_card,1,2613.57
ORD014451,1,upi,1,9561.19
ORD014452,1,credit_card,5,9892.0
ORD014453,1,wallet,1,3097.87
ORD014453,2,net_banking,1,5179.91
ORD014454,1,wallet,1,4415.86
ORD014455,1,upi,1,490.37
ORD014455,2,,1,2314.75
ORD014456,1,net_banking,1,8008.84
ORD014457,1,upi,1,7711.31
ORD014458,1,wallet,1,2307.09
ORD014458,2,credit_card,8,3091.84
ORD014459,1,debit_card,1,3692.39
ORD014460,1,upi,1,2467.87
ORD014460,2,credit_card,5,5616.48
ORD014461,1,wallet,1,6869.57
ORD014462,1,credit_card,5,3765.9
ORD014463,1,credit_card,11,976.96
ORD014464,1,net_banking,1,3140.73
ORD014465,1,wallet,1,5194.19
ORD014466,1,CREDIT_CARD,8,317.25
ORD014467,1,debit_card,1,9476.01
ORD014468,1,upi,1,2070.51
ORD014469,1,wallet,1,5503.5
ORD014470,1,net_banking,1,2895.23
ORD014471,1,debit_card,1,814.08
ORD014472,1,debit_card,1,8908.73
ORD014473,1,debit_card,1,106.08
ORD014473,2,upi,1,3614.49
ORD014474,1,wallet,1,678.01
ORD014474,2,upi,1,304.92
ORD014474,3,wallet,1,1372.71
ORD014475,1,debit_card,1,9031.96
ORD014476,1,upi,1,7783.12
ORD014477,1,net_banking,1,4992.57
ORD014478,1,wallet,1,4245.68
ORD014479,1,wallet,1,3337.05
ORD014480,1,upi,1,8673.82
ORD014481,1,credit_card,9,1371.83
ORD014482,1,net_banking,1,3532.1
ORD014483,1,upi,1,4251.09
ORD014484,1,net_banking,1,2152.61
ORD014485,1,net_banking,1,7922.05
ORD014486,1,net_banking,1,6208.66
ORD014487,1,upi,1,828.69
ORD014488,1,net_banking,1,249.85
ORD014489,1,wallet,1,8267.93
ORD014490,1,credit_card,8,3681.08
ORD014491,1,upi,1,1411.27
ORD014492,1,net_banking,1,4644.96
ORD014493,1,net_banking,1,113.0
ORD014494,1,net_banking,1,5717.03
ORD014495,1,debit_card,1,1235.3
ORD014496,1,credit_card,4,6421.15
ORD014497,1,,4,4752.21
ORD014498,1,credit_card,5,5904.05
ORD014499,1,wallet,1,3546.85
ORD014500,1,net_banking,1,2488.94
ORD014500,2,wallet,1,3660.94
ORD014501,1,net_banking,1,8731.09
ORD014502,1,debit_card,1,9894.24
ORD014503,1,upi,1,2623.68
ORD014504,1,credit_card,5,7740.34
ORD014505,1,credit_card,9,1853.11
ORD014505,2,wallet,1,820.09
ORD014506,1,upi,1,2459.84
ORD014507,1,credit_card,12,9963.61
ORD014508,1,debit_card,1,8859.17
ORD014509,1,upi,1,1693.56
ORD014510,1,wallet,1,575.33
ORD014511,1,wallet,1,3361.09
ORD014512,1,wallet,1,8499.81
ORD014513,1,credit_card,2,5429.42
ORD014514,1,debit_card,1,368.98
ORD014514,2,net_banking,1,1670.52
ORD014515,1, wallet ,1,4945.35
ORD014516,1,upi,1,1969.05
ORD014517,1,debit_card,1,2461.07
ORD014518,1,debit_card,1,887.65
ORD014518,2,upi,1,1424.96
ORD014519,1,debit_card,1,835.68
ORD014520,1,debit_card,1,4370.96
ORD014521,1,upi,1,3017.74
ORD014522,1,debit_card,1,9738.82
ORD014523,1,upi,1,2266.16
ORD014524,1,debit_card,1,570.32
ORD014524,2,upi,1,2447.92
ORD014525,1,upi,1,9064.65
ORD014526,1,debit_card,1,8529.95
ORD014527,1,debit_card,1,2734.38
ORD014528,1,wallet,1,4100.67
ORD014529,1,credit_card,5,1291.68
ORD014529,2,credit_card,8,8257.04
ORD014530,1,wallet,1,4787.5
ORD014531,1,upi,1,3192.77
ORD014532,1,,1,3480.16
ORD014533,1,debit_card,1,5699.07
ORD014534,1,credit_card,4,4494.35
ORD014535,1,net_banking,1,3043.39
ORD014536,1,wallet,1,255.37
ORD014536,2,debit_card,1,233.91
ORD014537,1,debit_card,1,698.98
ORD014538,1,upi,1,9811.96
ORD014539,1,credit_card,5,6145.71
ORD014540,1,upi,1,2793.73
ORD014541,1,debit_card,1,994.0
ORD014541,2,credit_card,9,624.27
ORD014542,1,upi,1,5873.11
ORD014543,1,net_banking,1,5337.7
ORD014544,1,debit_card,1,6339.64
ORD014545,1,,-2,7635.38
ORD014546,1, debit_card ,1,2012.29
ORD014547,1,wallet,1,5462.53
ORD014548,1,net_banking,1,579.57
ORD014548,2,net_banking,1,177.53
ORD014548,3,debit_card,1,1060.44
ORD014549,1,wallet,1,8448.16
ORD014550,1,credit_card,11,6702.87
ORD014551,1,debit_card,1,2063.41
ORD014551,2,wallet,1,553.62
ORD014551,3,net_banking,1,1820.47
ORD014552,1,wallet,1,4249.33
ORD014553,1,upi,1,6821.78
ORD014554,1,wallet,1,2975.0
ORD014555,1,net_banking,1,2740.22
ORD014555,2,credit_card,12,6034.2
ORD014556,1,net_banking,1,8211.11
ORD014557,1,wallet,1,8043.41
ORD014558,1,net_banking,1,625.19
ORD014559,1,credit_card,3,5779.82
ORD014560,1,wallet,1,9840.6
ORD014561,1,net_banking,1,5729.07
ORD014562,1,credit_card,4,1544.88
ORD014562,2,NET_BANKING,1,2502.46
ORD014563,1,debit_card,1,406.77
ORD014564,1,upi,1,227.65
ORD014564,2,debit_card,1,509.77
ORD014565,1,debit_card,1,3710.55
ORD014566,1,credit_card,4,7210.96
ORD014567,1, credit_card ,10,2282.81
ORD014568,1,debit_card,1,3209.69
ORD014569,1,credit_card,8,9926.84
ORD014570,1,wallet,1,4896.24
ORD014571,1,upi,1,8246.44
ORD014572,1,net_banking,1,8909.97
ORD014573,1,debit_card,1,4459.55
ORD014574,1,upi,1,4430.33
ORD014575,1,credit_card,1,4125.25
ORD014576,1,wallet,1,1267.19
ORD014577,1,debit_card,1,6509.64
ORD014578,1,net_banking,1,3132.87
ORD014579,1,wallet,1,8976.46
ORD014580,1,debit_card,1,142.76
ORD014581,1,wallet,1,9245.22
ORD014582,1,credit_card,7,2713.01
ORD014582,2,debit_card,1,1619.57
ORD014582,3,wallet,1,965.45
ORD014583,1,credit_card,1,4819.12
ORD014584,1,debit_card,1,1290.0
ORD014585,1,wallet,1,308.8
ORD014586,1,wallet,1,8934.15
ORD014587,1,net_banking,1,3369.23
ORD014588,1,debit_card,1,3924.71
ORD014589,1,net_banking,1,8319.97
ORD014590,1,wallet,1,9589.35
ORD014591,1,wallet,1,6003.12
ORD014592,1,debit_card,1,4891.03
ORD014593,1,wallet,1,304.91
ORD014594,1,net_banking,1,2033.89
ORD014595,1,net_banking,1,7143.94
ORD014596,1,DEBIT_CARD,1,5782.63
ORD014597,1,net_banking,1,6822.61
ORD014598,1,net_banking,1,2547.41
ORD014599,1,wallet,1,8220.05
ORD014600,1,debit_card,1,8352.04
ORD014601,1,upi,1,9836.09
ORD014602,1,debit_card,1,5416.22
ORD014603,1, upi ,1,8380.04
ORD014604,1,debit_card,1,783.89
ORD014605,1,credit_card,1,6651.63
ORD014606,1,wallet,1,1749.69
ORD014607,1,net_banking,1,1609.43
ORD014608,1,debit_card,1,2586.84
ORD014609,1,debit_card,1,916.1
ORD014610,1,debit_card,1,3721.52
ORD014611,1,debit_card,1,4180.05
ORD014612,1,net_banking,1,6945.15
ORD014613,1,upi,1,6438.68
ORD014614,1,wallet,1,1408.35
ORD014615,1,wallet,1,6687.18
ORD014616,1,wallet,1,5338.49
ORD014617,1,WALLET,1,3407.21
ORD014618,1,debit_card,1,2471.69
ORD014618,2,credit_card,10,109.29
ORD014618,3,upi,1,960.37
ORD014619,1,wallet,1,4362.65
ORD014620,1,credit_card,9,5985.17
ORD014621,1,debit_card,1,6815.04
ORD014622,1,upi,1,4375.47
ORD014623,1,credit_card,7,169.32
ORD014624,1,upi,1,3363.67
ORD014625,1,wallet,1,9185.72
ORD014626,1,debit_card,1,8607.6
ORD014627,1,credit_card,11,218.73
ORD014628,1,wallet,1,1596.88
ORD014629,1,,1,7313.67
ORD014630,1,upi,1,7013.92
ORD014631,1,upi,1,4329.9
ORD014632,1,wallet,1,3038.1
ORD014633,1,debit_card,1,7506.84
ORD014634,1,upi,1,691.19
ORD014635,1,credit_card,5,6313.04
ORD014636,1,wallet,-2,8141.94
ORD014637,1,credit_card,7,2523.56
ORD014638,1,credit_card,11,5982.62
ORD014639,1,,1,1381.1
ORD014640,1,debit_card,1,1832.69
ORD014641,1,net_banking,1,3527.68
ORD014642,1,debit_card,1,6511.65
ORD014643,1,wallet,1,4506.41
ORD014643,2,credit_card,12,5268.65
ORD014644,1,wallet,1,8973.96
ORD014645,1,upi,1,6906.37
ORD014646,1,wallet,1,810.29
ORD014647,1,wallet,1,7310.53
ORD014648,1,credit_card,3,6290.12
ORD014649,1,net_banking,1,1982.51
ORD014650,1,wallet,1,5959.46
ORD014651,1,credit_card,10,2403.55
ORD014652,1,wallet,1,3884.56
ORD014653,1,net_banking,1,5763.8
ORD014654,1,net_banking,1,4422.02
ORD014655,1,upi,1,2621.52
ORD014656,1,net_banking,1,9763.83
ORD014657,1,net_banking,1,55.12
ORD014657,2,credit_card,1,5890.9
ORD014658,1,credit_card,7,3969.75
ORD014658,2,debit_card,1,5027.18
ORD014659,1,debit_card,1,7471.06
ORD014660,1,net_banking,1,3928.97
ORD014661,1,debit_card,1,4150.46
ORD014662,1,debit_card,1,8833.52
ORD014663,1,net_banking,1,2027.75
ORD014664,1,net_banking,1,9378.5
ORD014665,1,net_banking,1,684.62
ORD014666,1,debit_card,1,7683.32
ORD014667,1,debit_card,1,1799.56
ORD014667,2,debit_card,1,5503.37
ORD014668,1,upi,1,5402.49
ORD014669,1,upi,1,8436.06
ORD014670,1,wallet,1,2259.84
ORD014671,1,upi,1,8920.57
ORD014672,1,wallet,1,1172.64
ORD014673,1,wallet,1,7713.78
ORD014674,1,debit_card,1,2801.63
ORD014675,1,wallet,1,3611.99
ORD014676,1,debit_card,1,2252.12
ORD014677,1,net_banking,1,3126.56
ORD014678,1,debit_card,1,2721.59
ORD014679,1,wallet,1,360.87
ORD014680,1,debit_card,1,9194.13
ORD014681,1,debit_card,1,178.09
ORD014682,1,wallet,1,8454.8
ORD014683,1,wallet,1,6575.75
ORD014683,2,CREDIT_CARD,8,3189.72
ORD014684,1,wallet,1,1834.32
ORD014685,1,net_banking,1,8197.89
ORD014686,1,upi,1,9922.48
ORD014687,1,net_banking,1,3696.13
ORD014688,1,net_banking,1,8524.56
ORD014689,1,credit_card,9,1778.19
ORD014690,1,credit_card,12,5147.22
ORD014691,1,wallet,1,2722.93
ORD014692,1,upi,1,2272.45
ORD014692,2,wallet,1,2205.35
ORD014693,1,wallet,1,3317.72
ORD014693,2,upi,1,4400.16
ORD014694,1,debit_card,1,1485.67
ORD014695,1,credit_card,3,7768.47
ORD014696,1,wallet,1,5414.63
ORD014697,1,wallet,1,8746.72
ORD014698,1,debit_card,1,2132.8
ORD014698,2,wallet,1,6349.93
ORD014699,1,upi,1,128.68
ORD014699,2,credit_card,7,5737.14
ORD014699,3,credit_card,2,3064.04
ORD014700,1,upi,1,6189.42
ORD014701,1,net_banking,1,9301.43
ORD014702,1,upi,1,5054.93
ORD014702,2,debit_card,1,3285.41
ORD014703,1,net_banking,1,8203.47
ORD014704,1,debit_card,1,446.1
ORD014704,2,credit_card,11,6098.26
ORD014705,1,net_banking,1,148.99
ORD014705,2,wallet,1,3710.89
ORD014706,1,debit_card,1,5161.3
ORD014707,1,upi,1,299.35
ORD014707,2,debit_card,1,0.0
ORD014708,1,upi,1,4136.33
ORD014708,2,net_banking,1,5693.17
ORD014709,1,debit_card,1,7079.33
ORD014710,1,wallet,1,3489.74
ORD014711,1,credit_card,6,1512.32
ORD014712,1,debit_card,1,3361.49
ORD014713,1,wallet,1,9170.15
ORD014714,1,wallet,1,6056.61
ORD014715,1,wallet,1,6177.88
ORD014716,1,credit_card,5,5685.28
ORD014717,1,net_banking,1,3858.9
ORD014718,1,credit_card,10,783.29
ORD014718,2,net_banking,1,556.27
ORD014718,3,credit_card,10,366.42
ORD014719,1,wallet,1,4484.72
ORD014720,1,wallet,1,4153.46
ORD014721,1,debit_card,1,4731.99
ORD014722,1,credit_card,7,6949.83
ORD014723,1,credit_card,8,6219.84
ORD014724,1,upi,1,3134.2
ORD014725,1,credit_card,7,5926.4
ORD014726,1,credit_card,6,575.5
ORD014726,2,net_banking,1,1454.24
ORD014727,1,upi,1,7211.72
ORD014728,1,upi,1,691.73
ORD014729,1,upi,1,418.25
ORD014730,1,debit_card,1,4236.46
ORD014731,1,debit_card,1,1851.0
ORD014731,2,net_banking,1,1547.87
ORD014732,1,credit_card,2,2568.32
ORD014733,1,debit_card,1,8489.54
ORD014734,1,debit_card,1,3409.63
ORD014735,1,upi,1,3305.17
ORD014736,1,wallet,1,8266.35
ORD014737,1,debit_card,1,1935.37
ORD014737,2,wallet,1,863.16
ORD014738,1,upi,1,5990.85
