product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD02692,beauty,75,926,9,6813.36,67.77,57.61,73.0
PROD02693,beauty,16,1561,4,6107.68,84.78,19.11,24.23
PROD02694,,15,677,5,2944.42,64.54,44.06,74.45
PROD02695,kitchen,70,968,3,4037.23,47.94,57.99,43.73
PROD02696,fashion,60,1822,7,5992.51,81.78,49.77,40.89
PROD02697,home_decor,19,889,4,229.15,77.56,24.43,24.07
PROD02698,toys,70,545,7,4790.71,12.17,25.73,31.89
PROD02699,toys,42,251,5,9215.15,29.41,15.7,31.42
PROD02700,electronics,47,404,4,3765.68,79.77,24.8,62.92
PROD02701,books,54,734,8,9293.48,28.3,9.13,39.77
PROD02702,automotive,67,1791,5,313.8,19.81,10.59,43.74
PROD02703,beauty,78,922,3,1078.43,45.87,13.85,62.71
PROD02704,office,11,716,3,6422.58,96.42,58.24,9.86
PROD02705,sports,20,386,1,5968.23,,56.85,63.15
PROD02706,automotive,45,996,2,2736.92,44.63,52.97,27.19
PROD02707,home_decor,25,390,4,3346.13,83.93,44.21,66.32
PROD02708,sports,13,1523,8,2004.41,10.98,55.12,27.97
PROD02709,fashion,64,1372,9,4825.52,45.21,33.53,7.73
PROD02710,electronics,70,1200,10,6449.79,57.25,12.83,8.71
PROD02711,books,44,1879,9,3156.9,56.77,9.52,78.7
PROD02712,office,74,169,4,7841.76,81.66,30.38,15.61
PROD02713,kitchen,75,1576,4,1970.72,36.93,20.93,13.53
PROD02714,automotive,15,584,3,7522.95,34.68,43.75,68.79
PROD02715,electronics,10,1975,3,999999.0,29.71,40.04,26.1
PROD02716,fashion,63,1480,4,783.42,63.5,42.88,40.89
PROD02717,fashion,60,913,7,5537.05,87.18,53.88,60.47
PROD02718,fashion,50,1395,5,3499.67,82.71,4.98,54.4
PROD02719,sports,16,1461,7,3187.16,98.15,56.92,70.06
PROD02720,HOME_DECOR,64,1164,9,1140.13,35.37,41.01,72.22
PROD02721,electronics,56,1167,9,7867.3,72.01,22.44,33.21
PROD02722,beauty,11,1245,6,8981.86,58.29,20.08,28.96
PROD02723,pet_supplies,16,1965,2,8340.93,48.67,34.48,32.56
PROD02724,pet_supplies,38,1967,4,8804.88,9.96,50.36,67.44
PROD02725,electronics,74,1531,9,4846.8,11.31,11.83,21.83
PROD02726,books,12,1266,1,1786.68,87.65,35.88,57.59
PROD02727,furniture,21,1734,8,4181.14,20.74,44.01,24.43
PROD02728,books,49,902,2,9894.81,49.92,15.78,42.21
PROD02729,sports,39,571,4,3628.81,8.91,39.88,69.03
PROD02730,electronics,45,148,3,2634.73,99.27,22.34,60.05
PROD02731,toys,17,1143,1,4624.17,30.91,47.5,72.57
PROD02732,beauty,28,1557,4,7360.87,23.77,59.83,31.12
PROD02733,automotive,21,988,9,830.68,26.49,14.68,61.88
PROD02734,automotive,76,1329,6,6688.17,73.19,8.04,
PROD02735,sports,19,1567,4,7671.02,24.05,10.42,26.89
PROD02736,automotive,28,1797,2,6428.71,79.53,18.85,31.49
PROD02737,toys,39,1941,8,4853.14,66.07,34.82,53.6
PROD02738,fashion,23,219,2,4703.07,65.06,19.11,14.74
PROD02739,automotive,77,422,4,4282.47,85.65,27.75,
PROD02740,beauty,50,1114,1,6261.35,67.1,18.6,79.24
PROD02741,toys,16,1727,9,6925.92,33.77,26.76,7.68
PROD02742,books,56,1313,5,656.25,15.1,44.69,40.94
PROD02743,home_decor,35,567,7,114.19,58.3,33.28,79.71
PROD02744,toys,48,1093,8,2807.34,74.5,29.94,75.11
PROD02745,books,65,442,7,5231.95,66.73,50.36,78.91
PROD02746,pet_supplies,72,1239,6,2736.59,15.85,30.14,51.61
PROD02747,kitchen,37,1739,4,785.96,91.46,49.68,6.68
PROD02748,beauty,36,1479,3,3527.3,9.3,25.98,70.79
PROD02749,automotive,55,1395,2,8389.8,20.36,31.69,77.99
PROD02750,,16,1099,4,8125.25,90.24,55.77,40.41
PROD02751,kitchen,32,187,1,1648.79,18.3,9.78,63.64
PROD02752,kitchen,50,312,4,6208.27,6.18,42.38,15.74
PROD02753,automotive,37,684,6,1012.34,24.95,41.4,34.88
PROD02754,office,13,896,1,0.0,50.58,19.54,70.26
PROD02755,automotive,46,354,6,1043.14,58.27,17.0,
PROD02756,kitchen,64,476,3,189.15,44.77,10.37,78.82
PROD02757,pet_supplies,61,807,10,7700.52,99.8,48.09,44.63
PROD02758,fashion,78,1218,10,7153.46,92.8,54.61,5.27
PROD02759,automotive,66,1508,10,7197.86,81.92,41.65,56.51
PROD02760, books ,34,1084,3,8423.19,34.55,28.76,26.53
PROD02761,FURNITURE,37,182,3,7550.75,97.14,,56.69
PROD02762,office,40,1140,10,795.89,78.96,15.74,11.63
PROD02763,fashion,32,437,5,8839.72,45.95,12.2,46.7
PROD02764,beauty,39,664,4,4433.0,55.24,9.52,8.52
PROD02765,home_decor,47,240,2,8948.4,60.13,32.58,
PROD02766,office,44,670,1,9057.14,9.24,53.83,72.45
PROD02767,home_decor,12,972,1,4455.76,22.69,50.83,39.03
PROD02768,,52,1344,6,4902.69,95.62,47.6,37.85
PROD02769,furniture,34,1754,7,224.52,95.18,49.43,28.88
PROD02770,furniture,76,1696,7,1230.76,31.35,25.64,38.85
PROD02771,toys,75,1425,2,999999.0,74.73,7.54,64.54
PROD02772,automotive,55,374,7,5442.14,52.48,37.65,28.91
PROD02773,furniture,11,576,7,6941.06,58.9,9.26,29.63
PROD02774,books,40,854,4,6935.94,79.44,58.95,68.13
PROD02775,sports,12,643,7,4340.56,91.73,49.39,47.22
PROD02776,office,79,597,2,8968.19,83.38,56.5,27.35
PROD02777,toys,75,1659,1,3841.92,75.56,45.16,25.79
PROD02778,furniture,57,1061,4,9634.88,73.42,54.13,8.9
PROD02779,kitchen,18,225,1,3398.09,63.51,-10.0,69.78
PROD02780,fashion,30,1396,10,5731.97,80.21,2.61,65.63
PROD02781,office,28,827,7,3862.1,36.91,57.74,22.8
PROD02782,books,57,1244,5,1328.69,59.01,40.87,78.91
PROD02783,electronics,77,1010,1,1982.72,59.83,35.2,31.03
PROD02784,fashion,75,2000,4,5687.3,77.16,42.22,49.2
PROD02785,toys,19,370,9,9270.76,92.25,51.16,23.89
PROD02786,automotive,50,1037,6,8480.72,25.44,7.11,32.17
PROD02787,electronics,31,349,8,6360.56,62.39,23.75,48.63
PROD02788,SPORTS,11,1667,3,1351.73,57.84,39.93,50.79
PROD02789,home_decor,15,1844,4,5234.78,35.33,14.15,10.45
PROD02790,books,31,192,6,8640.71,65.34,8.71,9.49
PROD02791,home_decor,78,354,5,8026.71,11.72,36.66,31.42
PROD02792,fashion,51,96,1,9737.3,48.83,20.82,77.78
PROD02793,furniture,43,1557,6,9967.6,,42.89,18.97
PROD02794,furniture,39,1183,4,5236.86,16.01,8.62,32.2
PROD02795,automotive,56,697,9,4318.39,77.8,9.88,41.73
PROD02796,office,33,558,9,5118.62,21.76,44.81,12.88
PROD02797,sports,61,303,7,5889.31,29.06,55.12,28.7
PROD02798,pet_supplies,27,1410,2,2121.79,66.97,53.32,27.51
PROD02799,furniture,72,1573,4,7378.43,48.36,10.08,7.29
PROD02800,kitchen,17,427,3,5160.9,68.98,39.21,73.24
PROD02801,home_decor,26,60,10,999999.0,74.81,5.37,32.51
PROD02802,office,71,758,9,5272.22,51.68,31.67,35.62
PROD02803, pet_supplies ,47,1444,9,282.71,16.27,10.23,53.59
PROD02804,fashion,45,964,6,1416.14,15.76,48.4,67.06
PROD02805,kitchen,13,625,4,0.0,9.44,41.04,47.63
PROD02806,electronics,15,1441,2,4560.77,65.02,29.28,9.43
PROD02807,fashion,24,297,10,8005.21,6.06,58.52,13.81
PROD02808,kitchen,17,529,1,1535.19,36.31,10.12,73.8
PROD02809,automotive,38,956,1,3701.34,21.28,33.04,19.79
PROD02810,kitchen,56,114,10,6596.89,50.62,25.98,54.76
PROD02811,beauty,25,635,7,449.85,55.21,48.34,68.79
PROD02812,toys,25,126,7,4340.8,99.66,55.5,58.0
PROD02813,toys,32,1942,3,4325.03,69.91,52.16,7.02
PROD02814,beauty,27,973,3,3979.52,73.52,21.17,6.36
PROD02815,furniture,58,1723,7,490.08,60.07,57.97,41.59
PROD02816,office,26,1904,4,7422.85,78.16,19.38,72.16
PROD02817,beauty,45,1029,5,3758.65,20.61,47.5,7.44
PROD02818, kitchen ,12,1976,6,9872.31,18.71,5.03,66.64
PROD02819,electronics,12,423,9,5011.32,11.88,18.88,15.11
PROD02820,PET_SUPPLIES,29,1370,6,8299.52,56.65,53.72,30.06
PROD02821,pet_supplies,16,1270,5,9148.25,82.12,34.59,59.06
PROD02822,books,50,1745,2,296.06,70.41,35.15,60.38
PROD02823,books,72,1494,2,6685.82,88.17,50.47,55.54
PROD02824,toys,45,993,5,3437.8,24.25,47.43,8.85
PROD02825,toys,30,1909,10,3860.47,22.29,29.89,69.15
PROD02826, pet_supplies ,80,212,1,1701.04,76.45,52.36,63.82
PROD02827,sports,24,416,5,4450.66,20.05,57.01,25.24
PROD02828,toys,29,999,7,2972.1,31.04,18.9,7.79
PROD02829, furniture ,34,932,2,9341.27,53.38,26.9,25.91
PROD02830,kitchen,11,928,5,9995.26,32.33,25.32,69.32
PROD02831,furniture,12,1070,9,1092.85,38.95,23.41,31.74
PROD02832,books,15,592,3,2263.52,56.54,53.58,66.38
PROD02833,electronics,12,1477,7,1390.5,27.28,8.55,20.61
PROD02834,fashion,26,1493,1,5339.99,72.27,27.01,72.34
PROD02835,books,25,935,3,9934.0,44.28,12.6,78.73
PROD02836,toys,63,1211,6,3119.91,89.66,45.76,78.85
PROD02837,fashion,31,1642,9,7893.43,23.31,28.1,49.33
PROD02838,beauty,40,1943,6,7538.64,41.57,23.75,72.52
PROD02839,automotive,53,160,5,237.72,54.41,45.7,27.26
PROD02840,office,47,1437,5,5325.96,45.03,54.1,11.04
PROD02841, office ,10,125,8,9635.21,21.18,44.89,32.32
PROD02842,home_decor,78,285,7,5491.15,26.03,19.09,68.42
PROD02843,ELECTRONICS,64,196,7,1965.66,71.25,25.05,67.23
PROD02844,sports,60,1311,9,5765.6,68.06,47.42,5.8
PROD02845,kitchen,74,1111,3,4587.65,10.66,20.79,24.47
PROD02846,FASHION,60,741,8,7380.75,24.24,55.37,22.93
PROD02847,sports,80,1819,10,8762.12,77.68,4.49,65.1
PROD02848,fashion,75,1176,8,6577.54,6.95,40.13,20.59
PROD02849,sports,44,596,1,3081.12,48.45,34.77,79.27
PROD02850,automotive,41,378,1,5345.87,99.03,19.27,54.54
PROD02851, sports ,34,645,4,8245.58,46.53,3.74,48.79
PROD02852,pet_supplies,39,1710,2,7808.18,8.38,12.8,56.04
PROD02853,beauty,18,390,4,6162.18,93.69,14.28,65.33
PROD02854,kitchen,55,663,6,252.97,86.17,50.47,37.4
PROD02855,office,33,361,5,9056.27,48.91,41.71,54.92
PROD02856,beauty,78,1160,2,4114.09,47.54,2.37,41.96
PROD02857,electronics,13,1606,1,9947.17,18.01,26.76,17.94
PROD02858,OFFICE,20,984,3,1537.44,40.27,40.93,77.85
PROD02859,kitchen,11,1657,2,4202.92,10.0,42.79,26.76
PROD02860,kitchen,64,837,9,9410.67,48.51,13.66,61.87
PROD02861,books,68,1318,7,2164.49,93.62,15.54,36.3
PROD02862,office,34,686,6,9952.45,95.92,7.72,62.34
PROD02863, home_decor ,43,1502,9,4827.31,86.25,14.05,24.63
PROD02864,ELECTRONICS,43,487,1,1629.83,,11.24,27.13
PROD02865,automotive,23,1986,10,1804.02,86.64,45.46,74.37
PROD02866,electronics,47,819,3,1090.17,15.6,53.65,43.01
PROD02867,BEAUTY,60,733,3,6929.07,68.69,13.58,46.69
PROD02868,fashion,18,1217,4,6690.86,73.22,23.64,17.2
PROD02869, home_decor ,56,1620,8,8789.39,83.66,36.66,77.01
PROD02870,office,51,1333,9,107.3,85.83,8.0,79.03
PROD02871,automotive,54,1201,10,5225.3,75.04,31.85,41.26
PROD02872,books,50,1815,2,9558.27,41.11,18.57,54.47
PROD02873,books,75,954,10,1467.83,97.18,11.64,27.34
PROD02874,books,70,357,2,9061.73,37.55,25.37,22.2
PROD02875,,77,1221,7,1373.49,84.22,13.65,9.09
PROD02876,automotive,32,681,3,8283.2,54.33,53.52,47.19
PROD02877,pet_supplies,40,1472,2,1642.31,55.15,,34.56
PROD02878,FURNITURE,10,1173,7,1252.76,16.09,49.07,30.07
PROD02879,toys,51,1076,8,8139.86,79.9,52.95,26.31
PROD02880,office,80,648,7,8281.59,64.49,52.71,13.15
PROD02881,home_decor,17,316,7,9771.62,88.93,45.27,23.61
PROD02882,fashion,49,1625,5,6269.69,33.35,40.63,36.12
PROD02883,office,51,648,5,3172.91,12.53,55.09,20.17
PROD02884,beauty,17,737,10,1402.44,85.97,12.72,23.48
PROD02885,,62,1247,8,1695.56,73.04,19.97,64.82
PROD02886,pet_supplies,48,1515,8,3112.7,5.64,34.32,12.75
PROD02887,fashion,68,855,1,1800.63,95.24,17.04,16.87
PROD02888,home_decor,78,1608,9,1509.22,39.58,40.83,46.08
PROD02889,books,56,1124,10,4554.48,48.56,52.24,12.22
PROD02890,books,78,1442,10,3349.76,62.93,46.98,40.1
PROD02891,sports,26,1402,8,4605.65,41.35,26.94,77.73
PROD02892,fashion,38,1501,6,3218.48,39.19,56.76,34.32
PROD02893,books,39,1827,5,9544.33,62.13,54.82,47.62
PROD02894,electronics,18,375,2,6324.97,98.81,30.86,37.81
PROD02895,books,76,1069,5,329.14,52.84,40.73,12.81
PROD02896,furniture,10,1852,10,7664.5,79.51,7.61,30.49
PROD02897,fashion,14,1100,3,3160.13,18.3,2.87,53.93
PROD02898,kitchen,27,362,1,4607.75,70.22,53.75,26.77
PROD02899,fashion,79,364,3,9577.24,80.86,54.88,67.47
PROD02900,FASHION,35,1631,9,1186.51,20.89,40.64,60.36
PROD02901,books,71,1638,1,4482.46,12.57,56.0,66.82
PROD02902,kitchen,66,913,6,4079.76,14.79,16.97,22.06
PROD02903,home_decor,14,84,10,9970.03,79.17,6.33,20.1
PROD02904,kitchen,44,1864,8,161.96,90.72,4.75,57.2
PROD02905,automotive,75,514,7,6673.81,23.93,9.79,54.86
PROD02906,kitchen,25,774,1,3068.49,58.65,16.78,63.11
PROD02907,automotive,35,1519,8,1656.94,53.4,10.24,70.45
PROD02908,office,64,1149,3,7520.74,16.35,3.69,24.24
PROD02909, pet_supplies ,61,1912,5,7533.02,81.75,9.42,9.91
PROD02910,furniture,18,280,5,0.0,74.74,,13.52
PROD02911,automotive,52,1842,5,5172.95,47.61,37.54,39.01
PROD02912,toys,19,693,7,7848.8,,8.88,56.73
PROD02913,furniture,70,314,6,8719.71,27.36,6.1,33.23
PROD02914, beauty ,60,75,9,184.37,31.01,55.96,29.86
PROD02915,automotive,80,780,10,4169.03,58.06,15.29,61.23
PROD02916,toys,24,168,7,2880.84,62.35,7.73,27.62
PROD02917,electronics,16,1545,6,8007.46,85.21,50.29,70.2
PROD02918,office,68,1617,2,2276.58,20.48,8.83,73.22
PROD02919, automotive ,47,1703,10,3445.9,85.66,6.91,31.4
PROD02920,BEAUTY,38,1148,4,5918.19,64.66,45.59,40.0
PROD02921,fashion,41,953,9,7985.68,,25.12,15.34
PROD02922,books,16,776,1,9028.32,22.15,37.05,
PROD02923,home_decor,15,444,9,6497.54,48.28,27.67,10.36
PROD02924,electronics,60,837,9,4086.11,39.7,51.5,63.3
PROD02925,beauty,64,744,8,3070.48,32.49,47.01,37.67
PROD02926,pet_supplies,79,300,7,1634.59,46.11,13.49,41.0
PROD02927,fashion,65,670,9,7361.09,96.87,7.73,54.26
PROD02928,office,56,1543,3,6020.27,83.16,45.38,37.44
PROD02929,office,55,1976,10,9557.23,89.69,40.68,15.4
PROD02930,TOYS,33,1652,8,1732.59,23.18,41.69,52.04
PROD02931,furniture,67,1690,4,3332.72,6.47,35.04,22.64
PROD02932, toys ,23,1524,2,9710.41,61.09,,11.03
PROD02933,beauty,16,1712,4,604.15,43.33,51.99,64.2
PROD02934,fashion,29,1475,5,4648.12,40.01,49.25,69.3
PROD02935,home_decor,39,1593,5,645.93,17.0,11.22,27.51
PROD02936,electronics,66,1689,1,2025.4,94.49,41.05,24.93
PROD02937,toys,13,577,8,5650.93,9.82,54.56,79.64
PROD02938,kitchen,24,1949,2,4608.71,99.69,31.41,69.25
PROD02939,office,76,1537,3,9123.75,73.73,50.25,37.7
PROD02940,furniture,39,52,6,2957.54,7.77,57.4,43.34
PROD02941,pet_supplies,45,1988,3,776.52,28.6,29.85,65.85
PROD02942,pet_supplies,64,520,1,6304.01,75.12,23.66,35.35
PROD02943,fashion,44,1312,2,8804.53,22.26,14.66,22.81
PROD02944,fashion,79,798,1,2138.77,10.93,32.47,70.24
PROD02945,fashion,40,679,4,915.73,52.07,37.13,62.57
PROD02946,ELECTRONICS,40,1467,7,3848.89,62.15,59.38,16.96
PROD02947,fashion,11,1754,4,3597.31,70.17,27.48,73.88
PROD02948,automotive,20,838,4,1508.4,7.44,58.87,19.58
PROD02949,electronics,67,996,7,9324.92,77.76,13.98,38.35
PROD02950,FURNITURE,62,659,9,6159.86,87.71,-10.0,72.9
PROD02951,electronics,65,1543,10,6609.2,37.97,2.07,71.35
PROD02952,electronics,14,1796,9,8051.0,25.42,19.49,50.25
PROD02953,books,21,1129,4,5546.06,32.39,25.45,22.32
PROD02954,beauty,14,70,3,1825.68,63.66,20.51,14.94
PROD02955,office,74,398,7,3625.86,54.66,43.62,60.91
PROD02956,pet_supplies,25,672,2,7605.75,,11.74,40.27
PROD02957,automotive,67,496,1,1026.21,78.95,41.03,34.01
PROD02958,office,23,251,9,7221.13,14.77,40.34,45.78
PROD02959,kitchen,42,450,5,2406.35,23.32,13.29,21.54
PROD02960,fashion,44,1192,9,4544.53,39.8,24.96,59.49
PROD02961,beauty,78,1749,3,9746.01,52.86,19.44,64.23
PROD02962,pet_supplies,52,1527,10,7706.55,63.65,18.3,59.43
PROD02963, furniture ,41,785,3,5912.81,55.99,27.44,78.46
PROD02964,electronics,55,1461,9,5656.72,12.82,2.78,
PROD02965, kitchen ,31,488,7,7416.2,85.85,12.41,74.64
PROD02966,books,17,1290,4,8896.97,51.27,49.31,47.04
PROD02967, home_decor ,68,1687,5,5013.54,,26.89,36.93
PROD02968,beauty,22,1629,8,8107.88,53.07,52.08,15.95
PROD02969,automotive,60,830,7,9532.91,14.08,48.05,79.72
PROD02970,sports,60,1286,10,9925.66,16.52,25.02,67.18
PROD02971,sports,25,415,6,9366.27,56.5,42.05,51.7
PROD02972,home_decor,46,1569,1,9054.57,11.26,54.23,16.98
PROD02973,sports,35,1129,6,5284.2,26.54,36.8,62.61
PROD02974,automotive,34,209,10,9503.72,6.91,14.31,43.59
PROD02975,,13,537,5,8828.7,62.9,24.82,71.14
PROD02976,furniture,24,57,10,5971.71,73.47,21.5,58.76
PROD02977,toys,77,844,4,242.38,53.09,22.36,31.27
PROD02978,beauty,70,1498,1,2699.89,84.97,29.2,61.28
PROD02979,kitchen,20,1252,4,3620.48,63.13,28.64,39.08
PROD02980,FURNITURE,73,452,6,6085.42,64.93,5.89,11.35
PROD02981,kitchen,11,105,10,2715.38,30.22,21.43,58.69
PROD02982,automotive,39,1000,4,999999.0,21.93,21.14,38.21
PROD02983,sports,20,1474,4,8499.55,91.22,20.89,76.41
PROD02984,office,43,1672,6,6642.86,89.74,33.77,59.52
PROD02985,beauty,18,537,2,6946.32,73.51,11.42,39.09
PROD02986,beauty,36,1009,4,826.42,27.97,45.34,5.68
PROD02987,kitchen,14,1791,7,947.51,16.97,20.79,26.12
PROD02988,fashion,49,254,4,9111.26,56.36,9.77,51.61
PROD02989,pet_supplies,29,722,2,2681.47,42.19,45.61,40.02
PROD02990,sports,68,909,6,5215.51,12.47,45.6,24.09
PROD02991,sports,61,1682,6,-500.0,78.23,20.12,50.82
PROD02992,automotive,21,624,9,9808.0,61.16,49.85,56.6
PROD02993,sports,56,580,4,8388.13,,17.57,23.18
PROD02994,toys,37,1126,8,5806.33,19.59,5.37,48.66
PROD02995,sports,53,676,1,7104.82,71.55,48.1,51.82
PROD02996,AUTOMOTIVE,47,1899,2,7396.22,50.7,19.3,63.74
PROD02997,electronics,49,1069,9,3552.64,45.76,48.17,35.12
PROD02998,toys,47,437,9,3465.48,62.36,9.9,27.36
PROD02999,office,78,1644,2,4284.76,57.65,58.22,43.34
PROD03000,pet_supplies,18,1314,2,3861.23,52.96,14.31,13.54
PROD03001,ELECTRONICS,72,1506,5,7806.96,72.27,43.02,35.09
PROD03002,beauty,20,1677,3,926.55,79.42,16.04,73.99
PROD03003,office,13,1274,7,9097.84,32.67,45.1,22.22
PROD03004,books,26,918,6,823.13,30.47,38.69,39.36
PROD03005,kitchen,57,610,5,5048.96,89.82,30.21,30.11
PROD03006,automotive,13,771,7,645.0,61.25,5.63,64.93
PROD03007,office,73,1825,4,3798.57,6.81,14.9,50.32
PROD03008,toys,74,931,9,215.05,84.7,22.79,32.23
PROD03009,furniture,48,1178,8,8726.92,17.99,6.95,47.5
PROD03010,home_decor,57,225,1,1733.28,53.62,9.71,18.06
PROD03011,pet_supplies,25,1627,4,2467.43,66.6,55.95,45.34
PROD03012,fashion,78,405,2,9607.18,80.01,13.81,34.36
PROD03013,fashion,19,492,8,999999.0,11.82,35.41,42.48
PROD03014,fashion,24,1148,9,7691.93,84.55,26.76,71.94
PROD03015,pet_supplies,71,428,8,7465.67,69.24,49.19,68.86
PROD03016,furniture,45,83,9,6990.11,20.62,11.85,28.36
PROD03017,toys,36,1175,2,2022.17,84.97,6.03,50.18
PROD03018,sports,67,1247,1,9256.99,10.11,38.98,79.6
PROD03019,fashion,18,631,3,8804.39,36.01,35.65,47.15
PROD03020,furniture,48,1106,9,7158.34,85.28,17.98,69.55
PROD03021,office,61,1439,8,5672.85,81.21,18.51,30.76
PROD03022,kitchen,13,1732,4,2888.75,72.53,38.54,43.29
PROD03023,pet_supplies,52,924,5,6067.31,46.24,53.32,50.56
PROD03024,toys,22,1184,4,7299.03,25.15,18.33,46.98
PROD03025,books,70,290,7,4330.61,96.51,19.97,50.68
PROD03026,toys,73,1576,4,2994.27,72.61,35.64,61.67
PROD03027,automotive,49,1691,7,3346.84,78.58,12.86,47.45
PROD03028,furniture,49,129,2,9100.55,27.75,18.12,44.11
PROD03029,books,41,933,9,2563.3,5.99,21.28,72.25
PROD03030,SPORTS,69,1180,9,565.92,57.49,12.51,78.65
PROD03031,office,38,1119,7,8350.96,12.33,51.46,62.37
PROD03032,books,49,1295,7,8091.39,56.38,26.31,51.71
PROD03033,fashion,73,1523,8,6956.48,92.88,6.33,40.38
PROD03034,home_decor,48,490,8,4575.01,64.44,22.67,31.91
PROD03035,automotive,49,584,4,1911.08,11.93,16.63,41.38
PROD03036,home_decor,61,1096,10,4478.56,54.47,17.63,57.45
PROD03037,beauty,19,874,5,4328.52,8.8,4.69,44.08
PROD03038,office,65,1077,5,4222.75,55.16,9.54,78.69
PROD03039,toys,49,964,5,247.28,19.3,45.47,43.7
PROD03040,electronics,55,1338,9,8453.38,57.18,51.71,46.7
PROD03041,fashion,75,328,4,8470.05,25.08,43.45,78.47
PROD03042,sports,42,1185,10,215.48,72.19,16.69,43.83
PROD03043,beauty,72,1296,6,5280.82,33.46,31.27,53.59
PROD03044,automotive,67,1593,1,9577.99,23.5,53.38,5.36
PROD03045,sports,29,281,7,2230.48,17.0,30.53,18.26
PROD03046,sports,29,1311,9,9232.82,57.33,33.51,20.18
PROD03047,pet_supplies,13,1865,9,2318.99,,59.02,7.81
PROD03048,automotive,45,677,7,205.75,60.59,38.55,72.97
PROD03049,fashion,49,410,8,2859.04,26.82,37.97,78.55
PROD03050,home_decor,30,799,3,610.17,24.75,49.99,72.41
PROD03051,office,30,635,6,1929.38,45.99,42.8,37.81
PROD03052,office,22,418,4,5779.71,48.49,37.52,53.71
PROD03053,kitchen,24,1792,5,1821.51,14.64,46.25,31.97
PROD03054,pet_supplies,67,166,1,8818.22,53.47,32.59,46.88
PROD03055,,32,1865,6,5456.84,48.44,51.79,7.73
PROD03056,fashion,30,302,3,1106.6,64.63,54.42,52.1
PROD03057,beauty,52,1638,1,9801.83,64.04,12.54,
PROD03058,automotive,58,399,6,2608.73,84.3,31.84,32.56
PROD03059,beauty,41,843,8,2119.15,87.1,31.73,52.84
PROD03060,pet_supplies,74,123,3,1938.24,71.52,36.88,7.12
PROD03061,pet_supplies,75,1696,10,5545.42,84.88,4.45,70.69
PROD03062,home_decor,45,1211,3,1547.78,93.33,4.22,35.7
PROD03063,books,25,1239,10,2144.43,38.7,51.71,61.89
PROD03064,automotive,49,875,6,1692.71,11.38,17.69,41.79
PROD03065,books,55,1251,7,9074.24,33.41,53.04,16.01
PROD03066,automotive,67,148,3,1976.19,74.09,5.04,62.7
PROD03067, kitchen ,41,702,2,5145.35,32.9,15.38,18.07
PROD03068,office,35,137,5,5171.37,33.49,35.95,29.32
PROD03069,electronics,79,1270,10,8868.53,41.35,28.84,29.96
PROD03070,pet_supplies,12,960,1,9664.2,37.84,6.38,18.04
PROD03071,pet_supplies,80,1912,1,9278.8,54.8,12.82,6.73
PROD03072,toys,44,1400,2,3753.48,10.52,30.32,32.3
PROD03073,beauty,18,53,6,7544.39,89.39,15.02,42.11
PROD03074,sports,14,945,9,6089.02,40.16,20.62,54.07
PROD03075,sports,19,1390,10,9827.14,61.88,13.45,7.76
PROD03076,sports,78,1258,1,5336.97,60.53,26.34,65.09
PROD03077,fashion,57,1100,6,9775.87,8.94,23.98,
PROD03078,books,61,1425,3,8109.03,64.46,44.5,79.71
PROD03079,beauty,31,1335,10,2723.38,26.99,16.32,68.12
PROD03080,books,74,141,3,6856.62,81.52,35.31,64.77
PROD03081,books,37,459,2,6260.33,82.18,38.56,25.42
PROD03082,beauty,70,167,6,5959.56,10.33,32.2,24.46
PROD03083,pet_supplies,16,1977,9,9300.89,77.81,2.57,6.84
PROD03084,sports,14,115,7,9651.56,35.74,2.09,5.54
PROD03085,kitchen,41,1130,9,6996.14,41.99,51.02,63.11
PROD03086, sports ,25,1364,3,7112.81,89.02,43.54,48.3
PROD03087,books,29,345,6,6696.96,51.06,28.49,37.28
PROD03088,electronics,64,1908,4,1645.65,9.71,21.12,67.41
PROD03089,kitchen,45,1773,7,8823.35,53.42,34.49,67.88
PROD03090,office,12,828,3,2421.42,52.01,37.55,15.96
PROD03091,kitchen,26,630,2,4932.97,16.72,13.1,78.13
PROD03092,fashion,76,1854,10,6432.61,95.34,16.15,34.42
PROD03093,furniture,41,1388,2,885.22,33.27,22.81,40.58
PROD03094,toys,42,810,9,8451.44,65.14,11.13,46.0
PROD03095,automotive,53,770,6,999999.0,93.25,5.54,59.07
PROD03096,pet_supplies,62,1138,7,5869.76,32.92,12.06,50.89
PROD03097,electronics,52,1008,7,3249.85,94.18,3.6,37.51
PROD03098,,25,843,2,8701.61,76.24,32.19,67.76
PROD03099,sports,71,1402,5,4873.85,50.33,11.54,73.84
PROD03100,fashion,77,1723,2,3509.95,78.2,16.2,6.66
PROD03101,books,36,775,4,7144.68,15.74,50.3,67.26
PROD03102,electronics,29,999,4,480.69,62.7,21.35,54.77
PROD03103,home_decor,33,1422,8,4626.45,95.76,41.32,66.41
PROD03104,pet_supplies,45,259,7,9201.27,10.63,10.79,55.52
PROD03105,toys,45,1093,8,3060.26,8.96,7.56,50.5
PROD03106,kitchen,75,589,6,4949.0,25.43,23.71,78.25
PROD03107,toys,76,1478,7,3619.89,28.86,46.39,26.58
PROD03108,home_decor,39,823,1,6668.51,75.69,49.86,64.69
PROD03109,automotive,18,362,6,3124.26,56.84,10.27,
